"sst","department","storage"
"28(.)603","@","Bestand Slawistik (Standort Lichtenhagen)"
"28(.)603-LBS","@","Bestand Slawistik (Standort Lichtenhagen)"
"28(.)603-LSA","@","Bestand Slawistik (Standort Lichtenhagen)"
"28(.)603-MAG","@","Bestand Slawistik (Standort Lichtenhagen)"
"28(.)604","@","FB Geisteswiss. und Theologie"
"28(.)604-LBS","@","FB Geisteswiss. und Theologie: Lehrbuchsammlung"
"28(.)604-LSA","@","FB Geisteswiss. und Theologie: Lesesaal"
"28(.)604-MAG","@","FB Geisteswiss. und Theologie: Magazin"
"28(.)605","@","FB Kunstwiss."
"28(.)605-LSA","@","FB Kunstwiss.: Lesesaal"
"28(.)605-MAG","@","FB Kunstwiss.: Magazin"
"28(.)605-NBM","@","FB Kunstwiss.: Magazin"
"28(.)606","@","FB Volkskunde"
"28(.)606-LSA","@","FB Volkskunde: Lesesaal"
"28(.)606-MAG","@","FB Volkskunde: Magazin"
"28(.)606-NBM","@","FB Volkskunde: Magazin"
"28(.)606-S01","@","FB Volkskunde Semesterapparat: Schmitt,Ch.Dr.: LV 78458 Kulturanalyse der Werbung"
"28(.)606-S02","@","FB Volkskunde Semesterapparat: Schmitt,Ch.Dr.: LV 78459 Einführung in die komparative Erzählforschung"
"28(.)606-S03","@","FB Volkskunde Semesterapparat: Schmitt,Ch.Dr.: LV 78460 Selbst- und Fremdethnisierung in Narrationen deutschsprachiger Minderheiten. Das Beispiel der Siebenbürger Sachsen"
"28(.)606-S04","@","FB Volkskunde Semesterapparat: Steusloff,W.Dr.: Volkskunst in Norddeutschland: Zur populären Bildnerei der Handwerker, Bauern und Seefahrer"
"28(.)606-S05","@","FB Volkskunde Semesterapparat: Steusloff,W.Dr.: Zur Kulturgeschichte der Tätowierung"
"28(.)606-S06","@","FB Volkskunde Semesterapparat: -"
"28(.)606-S07","@","FB Volkskunde Semesterapparat: Holznagel, F.-J. Prof.: Textausgaben zum Nibelungenlied und zum Hürnen Seyfrid"
"28(.)606-S08","@","FB Volkskunde Semesterapparat: "
"28(.)606-S09","@","FB Volkskunde Semesterapparat: "
"28(.)606-S10","@","FB Volkskunde Semesterapparat: "
"28(.)611","@","FB Geisteswiss. und Theologie"
"28(.)611-LBS","@","FB Geisteswiss. und Theologie: Lehrbuchsammlung"
"28(.)611-LSA","@","FB Geisteswiss. und Theologie: Lesesaal"
"28(.)611-MAG","@","FB Geisteswiss. und Theologie: Magazin"
"CD-ROM-Server","@","CD-ROM-Server"
"R116-361","@","Lehrerbildungsbibliothek Rostock (Standort Lichtenhagen)"
"R116-BB1","@","Lehrerbildungsbibliothek Rostock (Standort BB Südstadt)"
"R116-BB1-LSA","@","Lehrerbildungsbibliothek Rostock (Standort BB Südstadt)"
"R116-BB1-NBM","@","Lehrerbildungsbibliothek Rostock (Standort BB Südstadt - Mediathek)"
"R116-BB1-MAG","@","Lehrerbildungsbibliothek Rostock (Standort BB Südstadt)"
"R116-BB2","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a)"
"R116-BB2-LSA","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a)"
"R116-BB2-NBM","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a - Theke)"
"R116-BB2-MAG","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a)"
"R116-FHM","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a)"
"R116-563","@","Lehrerbildungsbibliothek Rostock (Standort HMT)"
"28(.)LBB1","@","Lehrerbildungsbibliothek Rostock (Standort BB Südstadt)"
"28(.)LBB1-LSA","@","Lehrerbildungsbibliothek Rostock (Standort BB Südstadt)"
"28(.)LBB1-NBM","@","Lehrerbildungsbibliothek Rostock (Standort BB Südstadt - Mediathek )"
"28(.)LBB1-MAG","@","Lehrerbildungsbibliothek Rostock (Standort BB Südstadt)"
"28(.)LBB2","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a)"
"28(.)LBB2-LSA","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a)"
"28(.)LBB2-NBM","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a - Theke)"
"28(.)LBB2-MAG","@","Lehrerbildungsbibliothek Rostock (Standort Schwaansche Str.3a)"
"563-LBB","@","Lehrerbildungsbibliothek Rostock (Standort HMT)"
"Wa1","@","Leibniz-Institut f. Ostseeforschung Warnemünde"
"Wa1-LS","@","Leibniz-Institut f. Ostseeforschung Warnemünde: Lesesaal"
"Kue 3","@","Leibniz-Institut f. Atmosphärenphysik Kühlungsborn"
"R48","@","Leibniz-Institut f. Nutztierbiologie"
"R65","@","Leibniz-Institut f. Katalyse Rostock"
"563","@","Hochschule für Musik und Theater Rostock"
"563-UB","@","Hochschule für Musik und Theater Rostock (Bestand UB)"
"Wis1","@","Fb Seefahrt Warnemünde"
"Wis1-LBS","@","Fb Seefahrt Warnemünde: Lehrbuchsammlung"
"Wis1-LSA","@","Fb Seefahrt Warnemünde: Lesesaal"
"Wis1-MAG","@","Fb Seefahrt Warnemünde: Magazin"
"Wis1-KAT","@","Fb Seefahrt Warnemünde: Katalograum"
"2161","@","Historische Bibliothek des Museums der Barlachstadt Güstrow"
